,Star ID,Star X (pix),Star Y (pix),Star Flux,Pixel Error WCS Method Twirl,RA/Dec Error WCS Method Twirl,Pixel Error WCS Method SIP,RA/Dec Error WCS Method SIP,Pixel Error WCS Method Manual,RA/Dec Error WCS Method Manual
53,54,2779.4216429601906,146.7508554220032,12.936508924005349,0.9011967800927246,0.5247606750754964,1.264912104009066,0.6376041036502369,3.573969182749199,2.020033372499275
54,55,3656.2772105638464,2078.130055830099,12.502654285089381,0.22770564323357848,0.11355888612808006,1.0882081356446665,0.5206429996837929,1.2533617133626327,0.6793839600063727
55,56,2210.275349518163,931.950135391954,12.660958300587076,0.683103792362787,0.4061109400127556,0.9324888699690684,0.3643874740107529,2.6848818249501,1.1038721534044036
56,57,1765.3355589054852,974.2698442754038,12.637611133941041,0.9112128665266213,0.5397663899897126,1.1437737655097313,0.5026835194647766,2.7963481460345636,1.085643664384473
57,58,1617.9863337677411,1534.0680148037552,11.110368719005686,0.8707072045304313,0.5107326883756087,0.967658362869653,0.395945145877214,3.047630651224238,1.2085869984662345
58,59,2702.751418273462,295.315710555936,10.29158063341619,0.9714293109286439,0.5627466192927416,0.9357203923158601,0.4346979585622077,3.3114155544010204,1.8393961442373832
59,60,3580.6630199603583,504.84963355321133,1.458361228087911,47.56345125021422,19.880900280073753,48.176138648181656,19.995794355514885,49.52013959296126,21.315024231542175
60,61,286.7810412941625,2539.697465352834,10.76303777240249,0.6022230441004812,0.34984306995210146,4.489829604966879,2.5170393622994247,3.958397144816347,1.8670626305027986
61,62,3874.2609012985217,343.3704668713211,10.806230748849064,0.4496690710831915,0.24931073568015502,1.0488805876933873,0.5074754083777804,5.674989931674253,3.3432270603124743
62,63,2628.1714456677687,2037.20029943981,11.432629628886277,0.470668714444178,0.21109234155345785,0.488889627014163,0.19381526548965144,2.1380543252471824,0.8314686286935608
63,64,3242.943521968159,1369.9667468016007,10.25601505753409,0.2766271465206329,0.16316426731625863,0.8545824987674598,0.3873357052378153,2.4772369803227754,1.3387413846408538
64,65,104.89174537360256,1556.549810144875,10.757902487621934,1.1070757906308375,0.6619812654661676,4.763201241181478,2.646145973531984,4.077974713151822,2.0779475145796362
65,66,2084.621281570212,416.5132915840818,10.489318508125796,1.233742005494417,0.7289570624362184,1.2716106252893544,0.6028611733697691,2.6917989461297767,1.2166897530990886
66,67,3674.2162933390173,221.81842100520987,8.955571888273818,0.5147848018996513,0.3043490143150155,1.3039546030100733,0.6052557759171349,5.447186546319769,3.2172371593340823
67,68,643.0884129744204,1185.0010904127369,9.094839764318746,1.1169022555889483,0.6622384565905582,3.306715052967794,1.8123456145118029,3.6424998436318745,1.7386620407060402
68,69,2464.8599691496665,1034.1140920857158,1.2871357621945005,45.21255058713859,18.246340334287886,46.15839522897308,18.633366002431693,47.36571280329719,18.98415546133639
69,70,1833.4178343987428,715.8096074613575,8.476776736027553,1.0019961868747977,0.5939452241124955,1.3140534057465398,0.6157317722962437,2.6812521624200465,1.0523481692470038
70,71,671.4454955294525,1778.4423628679344,7.826101861924042,1.3131749046440286,0.7832846284817944,2.5582125276413827,1.322993857361385,3.6072418909626114,1.5865697716307559
71,72,1325.7254251489126,2772.176634199097,8.405990905482716,0.35878529778113494,0.21342074628678917,2.6275122769215784,1.3910904174998013,4.084670665517335,1.7390670039439855
72,73,1761.352561621274,2708.5883531120644,6.819283976193274,0.40538737610358333,0.23263941849424663,1.8091920389650356,0.9285354641324379,3.63033008661536,1.510163849195546
73,74,1977.2980819465727,2139.1623505979287,1.0825060036191099,49.252453590867724,19.438252831793616,50.17453243535187,19.739120430375063,52.26430423763446,20.517544194441
74,75,1713.846962161805,112.14297188145255,6.754965889879044,1.3862537109051252,0.8252199858536251,2.6895293793254886,1.4481198209398598,2.6054610054057283,1.0511702647072299
75,76,4257.870597234194,758.3420257872747,6.816202867527054,0.41281186287776855,0.22002138437753205,1.342792319361291,0.562399547629503,5.711363059841256,3.3470096645808316
76,77,1062.317386435907,1970.0043979451725,6.832694595215296,0.5822531950410414,0.34698341094222895,2.1640465320216404,1.112168871517255,3.8325655688078033,1.6786251735857418
77,78,1021.6683047952387,1063.0299589377346,6.991571448143041,1.3718126182616568,0.8166968632493188,2.2029074386324785,1.1309193600868916,3.216899597745494,1.364041185466784
78,79,2973.7073085936045,2322.960434785973,6.62219514658718,0.20876858419539318,0.08146675031818272,0.9190557818937146,0.4153640186387167,1.9547412979251524,0.7589871684966718
79,80,3152.524746716594,339.36458855726886,6.40586272561691,0.7329681864696189,0.43360746490490387,0.9427845876229511,0.39245094689801824,4.100372649391117,2.378118928320116
80,81,799.5617748932552,2721.2755290146133,6.753046715970966,0.5116720810649326,0.30271834978697265,3.5010442377640487,1.8932114841415675,4.2129822880316565,1.8376495833458237
81,82,2540.202403943895,549.3245876105889,6.698793077759744,0.998478525976483,0.5883540332201525,0.8091613809456073,0.3153516379473156,2.981461102876728,1.5405433069136538
82,83,104.1278436526539,819.0742887190672,6.656826450960333,1.4461812274209973,0.8584435099337767,5.729007828400182,3.2440058786288413,4.113698035076802,2.2201158397829337
83,84,3884.3521621221407,228.9323941973736,6.181245631065679,0.6136456082782346,0.32678508543895124,1.0713719365530785,0.5515094760709521,6.072378061493746,3.5711761778153104
84,85,1171.105122368351,747.8259871632755,6.038683747847255,1.2519499469811763,0.7407242742875956,2.4261491403403803,1.2991256180582782,2.9774008976015773,1.2508365813419564
85,86,3793.724104047172,2365.3261243023053,6.231084399187279,0.06540750756971365,0.031751305206579074,1.74660970654988,0.8701004634811758,1.0253848989144043,0.5250129777530316
86,87,1672.8803141404771,281.7693524691215,5.274863649410404,1.3668325298268373,0.8108280824725894,2.259975477795108,1.2010537559749646,2.56727504805848,1.0157446687130336
87,88,1910.0000314442211,2979.0614147752076,5.21521604327122,0.10351298056853264,0.05602514676575233,2.514657602528058,1.3543657719026065,3.8329809957848577,1.6367017825289352
88,89,350.9446844231468,117.62715145270353,5.929131881050161,1.2424406663743992,0.7409269056947563,7.299504352514717,4.137561897619955,4.440397553156365,2.366559894705865
89,90,2685.56776660055,2330.484254926838,4.886427931785436,0.11867600476017667,0.05067387892647653,0.9908662756603643,0.4338789017977314,2.490326642092542,0.9787392174031296
90,91,3414.7534759296414,2308.9234353623488,4.589292597427429,0.4055420418870574,0.22665712699829502,1.3680082883981977,0.7090818182008733,1.2233655623666022,0.4780569240375827
91,92,2057.049555277754,2265.34294313973,4.896761723683233,0.38562139559584724,0.2289639445083859,1.1493897778152184,0.4756769858589722,3.301982330248957,1.3176733827790696
92,93,4097.200089698132,1772.726113274361,5.065100489169382,0.07005382157750879,0.027438565792134606,1.3036553049065014,0.5846483826173334,2.5588031749584754,1.5060832627336382
93,94,2060.5587972259204,528.4499075421984,4.945566428018892,1.2479871740614046,0.7424451084703093,1.218008418577736,0.525694947122141,2.8134498939372583,1.234462139134064
94,95,3728.682483180976,143.8039362885931,4.947637154911177,0.4192204834792759,0.24569143373316205,1.4313511444510234,0.7230019293510737,5.66139971636876,3.3435923232790827
95,96,2069.129887807352,329.2503669295254,4.903371243042013,1.3426546954407212,0.7986036033841437,1.4890144619877945,0.705717566528287,2.846753315919514,1.2997220847085542
96,97,1899.3839461054317,413.1965061343986,4.713882661348824,1.2173651439763957,0.7231569882141434,1.6333233348908858,0.8104174778743063,2.6648364213199347,1.1067015246706802
97,98,3259.0101531963624,828.2313082247902,4.0812364328567785,0.31502920756954034,0.18106294008641186,0.7099275255329814,0.279731168360409,3.2019123469348036,1.8357817208923644
98,99,1894.3038559311317,886.6723904375305,4.462336582690437,1.1831702540034064,0.7034961207466458,1.1972161282836595,0.4695752542693703,2.9607172767486643,1.180628639416643
99,100,1820.7657126263848,1440.0198105053423,1.8539177355866858,16.89119153169325,9.886199046565993,17.515478286462063,10.322072024164468,17.443973803669675,10.35546752633485
100,101,2775.331099496766,268.7445992405055,4.093195200149452,1.006578664548469,0.5765448301189038,0.8690392576225419,0.4091933296810156,3.4671600516651644,1.9629207044787949
101,102,3071.5438137366978,1148.502020727684,4.531924539904056,0.29893272141596067,0.17710773234275598,0.8354610420056516,0.367075401116992,2.6202268052120314,1.384651400188127
102,103,3643.3778120232946,563.5086163185447,4.609920282965569,0.5884900799510794,0.34854279325417115,0.9125318467706274,0.3540915960477398,4.7731723985154355,2.8165316925256962
103,104,3175.37758224262,906.6750024110336,4.55012437006535,0.6400382286194306,0.379445508118702,0.9317927174603907,0.43312232209013024,3.310366454016957,1.8709371377598256
104,105,1537.0327000192112,266.3300789095823,3.8928528115327,1.4610523422895234,0.8559721828817604,2.4721297290667,1.3570263620097993,2.3973606531920337,0.9320697956566967
105,106,3208.727855657622,2395.317836464279,3.793844505942803,0.06062044547505361,0.026442090910698268,1.2453896446211645,0.5853579517098647,1.7498173352053448,0.6803171570273335
106,107,2743.1440864281913,330.80154364208744,4.125928374557977,1.102756956839927,0.6275234328972322,0.68554198409613,0.30138380749180027,3.385584124804259,1.912339175889825
107,108,1006.466265858427,393.44104046152313,3.819359132929047,1.4706793209406854,0.8616679424342604,3.5701667411251368,2.0035368045635247,2.83216945984421,1.2610637771912974
108,109,1869.605882557645,1389.9939468333891,3.500429197019441,0.6702621570418082,0.39751600513461455,1.0971313275822518,0.42917523359959325,3.0984508004820666,1.2065531829463803
109,110,187.20081757443276,858.8129685851012,4.275820206009945,1.456491656652479,0.8712136692930126,5.339149016654179,2.988354566159809,4.058486824246678,2.1220558528584927
110,111,4317.459139489129,331.1546926136903,3.518007042932448,0.035240400410272564,0.013678411084456579,1.8596973467695836,0.9670865095386425,6.674561839968525,3.88868776594146
111,112,422.56573233090336,268.46533350181153,4.008287687265448,1.4733916998889105,0.8690265236907772,6.350514423376633,3.5415146889690496,4.220928432222656,2.1428038313956477
112,113,481.7743268401824,2233.8181712845544,3.7145415922665705,0.7059022790356355,0.40784689564379834,3.5735654548512095,1.9824397563238,3.8835131780980148,1.8265187494298512
113,114,4282.2577686116065,1003.1194245408029,3.692616844055247,0.1093391594442509,0.06179655352892866,1.1295923561884929,0.5087709756204701,4.982869048349769,2.897419413039726
114,115,2013.8055459331263,2406.587947548762,3.2586759330979307,0.3832646859555125,0.16995682613435711,1.1177997325684277,0.5603469379568026,3.12490437143054,1.2963348924091178
115,116,1172.4045088551597,923.6468887245644,3.3517409701471097,1.563259457840079,0.9168899734352063,1.7640325097976055,0.910885350091807,2.789040413693496,1.1344874849622817
116,117,1449.791130317657,2974.4920617339176,3.524885602576371,0.5060019105999115,0.3008571394024955,2.6904386832275424,1.4325197766312059,4.000993145668796,1.6710812432844562
117,118,1268.462410447127,435.14762639312306,3.3265312760825583,1.5206416416988577,0.9004974102851893,2.675787230847607,1.4504246789749817,2.6867846859467726,1.0738600412895745
118,119,3057.236676487484,2305.843019617945,3.0066782909586065,0.1369307370724629,0.06692465593951458,1.2396404487709693,0.5467121778899707,2.126596976165344,0.8256375188612488
119,120,3373.1716676913343,650.5200832399888,3.826617982882347,0.584942186567435,0.3189584099709318,1.1554115034032555,0.44951212866239615,3.989335250256383,2.299849003680757
120,121,2668.6942911570563,319.1238552720847,3.2515426489486767,0.7534435411972039,0.4231770576674941,1.049753348708072,0.5304792905925791,2.991836768560598,1.6334255898273915
121,122,2351.4846404800514,893.3491455264698,3.113112248478035,1.2232117351045202,0.7263109996030446,1.0053511223429972,0.4648039952051077,2.9103053393714857,1.3654022782573367
122,123,3706.276856812732,2809.9242399746763,2.527319145687038,35.92984438258357,16.886593028711108,36.1507472658759,17.51172070782569,35.25459695207104,16.71773905597953
123,124,3370.5064746358757,53.90461840002484,3.568111812471454,0.777412590127368,0.4168370133553702,1.2252125173588846,0.6637155962199439,4.980414721789982,2.9434212334816476
124,125,2775.639496651597,1744.5808578424733,3.117454472503266,0.375716982347803,0.21875372151430267,0.8442775409276381,0.3861261073459656,2.29123810620421,0.9591476781289686
125,126,1813.2634738573108,550.5951239321605,2.919324952634345,1.2298784980604005,0.721367959298352,1.8393227175594773,0.8353293873428336,3.075841355413679,1.2209358147879672
126,127,1014.7468705892298,2949.5895698742534,3.092561376142059,0.5346024057481626,0.30599774303097776,3.294668894619258,1.8191004749165944,3.9782112043531908,1.7119824741619483
127,128,2493.303571296479,317.9366173364714,3.5190146654868357,0.7351998421070836,0.43257530424368223,1.328718856199166,0.6592982215392859,2.8646524619117932,1.4601376410053841
128,129,196.2798386311815,557.2813925631657,3.397563180454296,1.6015024474820216,0.9458555142918401,5.916264219055866,3.367205355121681,3.9546533503634564,2.140396407014698
129,130,2119.7917869598346,1921.3577580361464,2.5291302675956584,0.23765222551398354,0.13676713189913284,0.8955871779460302,0.35770672186815783,2.998796689669462,1.188290249080519
130,131,2479.3120676686735,336.7646367217038,3.2236945040297185,1.0706866948717852,0.6366696411617642,1.2279200699044366,0.5335068816018389,3.1961660612494045,1.6430902060585126
131,132,3453.4815716759786,1144.073706078307,3.1944900537104557,0.24513740938436793,0.13960026413959503,0.7153775796280362,0.2885761964305752,2.533592862659048,1.4536750720178253
132,133,1452.173261934312,1642.528009598497,2.747988612722822,0.9635441997607123,0.5733377336222388,1.3522192987921313,0.5598609685393896,3.4427112126706576,1.3780593212040022
133,134,2857.079348852265,1855.2499724627041,2.9040189076493395,0.37901758672648306,0.1978163340706151,0.6818928858650836,0.306339320377694,2.0601301272930157,0.8626610410954227
134,135,365.4908440283348,1649.9780420034645,1.198055959600018,47.91887434826809,28.525254333431825,52.13771953465117,31.02383176179238,51.25173874440607,30.56674784260115
135,136,1207.672351429401,822.9007160212536,3.232169362456688,1.4720017456149683,0.8783424243833117,2.1275837936827697,1.062814925250921,3.0863898721000815,1.2418374895335065
136,137,4684.9756998594485,1467.5053395932052,2.5416864786757767,0.37689846363125445,0.14787200663539826,2.1319813234638816,1.023064687060545,4.7011653866121605,2.6707653899484494
137,138,3884.0617445339085,268.8286619931746,2.889424022443399,0.6365266167216659,0.3361536871159314,0.9741181023185185,0.4959282274012429,5.996747255126985,3.5259310092025378
138,139,4038.135069280702,987.184524211867,3.194877976401492,0.22978087545047057,0.09963421046973006,1.1703916863539319,0.4748224815029351,4.349459716028747,2.5644531887551008
139,140,2854.5634112443386,186.38872030781172,2.7758166201601115,1.214032546595755,0.7170277425108714,0.9913081101570096,0.42432410237679846,4.034769238920735,2.307208440966777
140,141,2943.564260018012,2601.1228094668895,2.639497999771054,0.13954509403981752,0.07305274667534506,1.5244733808733524,0.7178465457406258,2.422451388527796,0.9537158584855232
141,142,102.68972140817017,539.413099936741,3.333164089721825,1.4902581012336578,0.8920498761698273,6.604319676629681,3.719473618647478,4.41572566337052,2.375489789376723
142,143,2514.4661339683776,1850.1858796516651,2.968908972895781,0.7056276610919996,0.34474977191352696,0.5161841552208338,0.26939947002300485,2.114859149676871,0.8376434955040266
143,144,914.6045176734164,50.270159564740865,2.4797468067039574,1.7603920917762004,1.0284647898725512,4.7452576212078945,2.7063030856672703,2.662789315168732,1.228061302068969
144,145,3728.032773620531,1470.3236192134145,2.7277782613992407,0.21707152682977868,0.08910300085186079,1.0636092207475158,0.41283497746037995,2.7030352547441963,1.5695322943726284
145,146,3396.7483039199487,2248.3183891641456,2.4602037062100215,0.7437624501469885,0.43636668687671903,1.5731783130400223,0.843099524336483,1.2853591508790907,0.5040988291832059
146,147,907.9406192865013,2106.24018080762,2.683017657026597,0.9444126994358112,0.3688565060416511,3.6980660145433024,1.8804594566983932,5.11927023586369,2.301633553630461
147,148,1765.033078750772,628.2153724007267,2.224641923880776,1.4879236959216724,0.8843453318681902,1.5297959391720655,0.6516012731054954,3.0131582713065823,1.2109144437577886
148,149,933.3393039614672,50.37787543722837,2.6263144270542678,1.1448905394428488,0.684246226194625,5.377966410930667,3.0336224975125834,3.3437525465922073,1.5710132866098556
149,150,855.4683262292251,2680.6184274414263,2.162054005354454,1.1003999075341124,0.6380049275018983,2.6246094277561296,1.4185816938024196,3.5919263658458007,1.5099619471680215
150,151,2676.349218470085,887.7779957537773,2.280407904966425,1.0779592927047426,0.5496863722702715,1.6306833118275283,0.6629626747622289,3.465812832261263,1.629059238769
151,152,263.2161261654278,1487.9046107141544,2.237323754365412,0.8849590158021675,0.5281322949909452,4.441422521246601,2.470351539900943,4.138201410730891,2.097549290639696
152,153,432.9050975351293,1918.8152240553798,2.4417850482859462,0.7331234395146518,0.4323538956972561,3.8471618691643132,2.0808618513433643,4.220684873210005,1.9956778746851438
153,154,1733.8364820440058,858.2573213050003,2.3434629285838673,1.1175571102450006,0.6657988290656847,1.3196461517151576,0.5711803256370905,2.898186687427596,1.1277592385409547
154,155,1529.5558016936457,1327.3398397360475,1.9935174562543136,0.4953255457485098,0.2859686359719462,1.4224997206849384,0.7062123235422741,3.1704294789755196,1.3184592395616332
155,156,2274.9557674855027,2048.8590177958768,2.2414393099483347,0.42349683505512514,0.2427842274630828,1.0927733850272972,0.424647007450946,3.0935482611942047,1.2054315935238777
156,157,2917.179989357637,1798.3184663004683,1.1188733243702278,30.82533422974835,18.259353544096125,30.874469359273856,18.30226511369454,31.405792501927934,18.596258268820083
157,158,4442.0405837512935,1443.4537688512187,1.0757460292556835,47.74936619189415,23.380409213526224,47.541763256500396,23.579849773824858,46.25624922790084,21.866861286465245
158,159,1781.1851658399014,132.88027544193625,2.072799463745394,1.2892226387743926,0.767422012294614,2.6667069980581477,1.4035510136455884,2.785750272555921,1.1306369843566273
159,160,38.23156480742757,1720.6726629174564,2.156227934528016,1.4353087488187781,0.8513658113249893,4.757628991401026,2.575300969999549,4.0525545585106455,1.966331783546178
160,161,1579.9576693423564,459.141712877424,2.1230793065398705,0.9325371355967064,0.5535838654822004,2.3915113246797177,1.2840060101587516,2.7145926966927685,1.0624879604941635
161,162,1111.4369192595298,774.7124844298047,2.5129075511218497,1.4717413706559364,0.869874580504233,2.681159444322962,1.3403006677114115,3.4263284950906834,1.4027967354857516
162,163,1355.769992945423,510.43001094027113,2.185468890148632,1.4241525094178151,0.8314760081330346,2.2841718188383844,1.244636174685528,2.5481528005670695,1.010802271218167
163,164,865.346606924929,2278.3780252537936,2.2617317634120067,1.3360619816458874,0.7971474257023778,2.197946539934978,1.0754877941347176,3.715349246231378,1.5302966457449814
164,165,2195.815195223271,576.6670343577101,2.398404515071537,0.9082820006774777,0.5380337024319226,1.1107713547974603,0.49365378404798477,2.6730020597228825,1.1813424277330353
165,166,2433.6390797315285,2420.832130441123,1.794377249822392,0.5680530427110597,0.3353204120349188,1.6997087791124448,0.8716819165355496,3.2712128320072056,1.4018538338704478
166,167,4298.693672437341,1532.5672128938934,1.950876465596856,0.45790569874707837,0.21177851850993312,1.7782047308884186,0.8263629780026475,3.2526269271482326,1.9033118460372087
167,168,1448.2713777312606,2562.3720114464186,1.93166398014788,0.7576655997520538,0.44967664342813185,1.8824885998709482,0.8980945959517311,3.8673076128588355,1.5767778841346207
